country,Population,date,HighestInfectionCount,PercentPopulationInfected
China,1425179562,2020-10-19,91506,0.006420664626
United Kingdom,68179315,2020-10-20,778801,1.142283404
China,1425179562,2020-10-20,91545,0.006423401124
Japan,124997585,2020-10-20,93480,0.07478544485
United States,341534041,2020-10-20,8224762,2.408182205
India,1425423209,2020-10-20,7597063,0.5329689423
Russia,145579889,2020-10-20,1431635,0.9834016291
Mexico,128613116,2020-10-20,902568,0.7017697946
Russia,145579889,2020-10-21,1447335,0.9941860857
India,1425423209,2020-10-21,7651107,0.5367603777
China,1425179562,2020-10-21,91564,0.006424734289
United Kingdom,68179315,2020-10-21,804673,1.180230397
Mexico,128613116,2020-10-21,910801,0.7081711635
Japan,124997585,2020-10-21,93933,0.07514785186
United States,341534041,2020-10-21,8286124,2.426148789
Russia,145579889,2020-10-22,1463306,1.005156694
India,1425423209,2020-10-22,7706946,0.5406777406
China,1425179562,2020-10-22,91587,0.006426348121
United Kingdom,68179315,2020-10-22,830286,1.217797509
Mexico,128613116,2020-10-22,919195,0.714697714
Japan,124997585,2020-10-22,94524,0.07562066099
United States,341534041,2020-10-22,8344865,2.443347953
Japan,124997585,2020-10-23,95138,0.07611187048
India,1425423209,2020-10-23,7761312,0.5444917657
Russia,145579889,2020-10-23,1480646,1.01706768
United Kingdom,68179315,2020-10-23,856000,1.255512761
China,1425179562,2020-10-23,91620,0.006428663618
Mexico,128613116,2020-10-23,926615,0.7204669546
United States,341534041,2020-10-23,8413522,2.463450488
India,1425423209,2020-10-24,7814682,0.5482359169
United States,341534041,2020-10-24,8488425,2.485381831
China,1425179562,2020-10-24,91652,0.00643090895
Mexico,128613116,2020-10-24,933911,0.7261397819
United Kingdom,68179315,2020-10-24,879475,1.289944025
Russia,145579889,2020-10-24,1497167,1.028416088
Japan,124997585,2020-10-24,95835,0.07666948125
Japan,124997585,2020-10-25,96534,0.07722869206
China,1425179562,2020-10-25,91674,0.006432452615
Russia,145579889,2020-10-25,1513877,1.039894322
India,1425423209,2020-10-25,7864811,0.551752697
Mexico,128613116,2020-10-25,941146,0.7317651802
United Kingdom,68179315,2020-10-25,901169,1.32176306
United States,341534041,2020-10-25,8570765,2.509490701
United Kingdom,68179315,2020-10-26,917603,1.345867145
Japan,124997585,2020-10-26,97074,0.0776607004
Russia,145579889,2020-10-26,1531224,1.051810116
United States,341534041,2020-10-26,8646946,2.531796238
China,1425179562,2020-10-26,91700,0.006434276946
India,1425423209,2020-10-26,7909959,0.5549200371
Mexico,128613116,2020-10-26,944649,0.7344888526
India,1425423209,2020-10-27,7946429,0.5574785755
Mexico,128613116,2020-10-27,947123,0.7364124511
United Kingdom,68179315,2020-10-27,933498,1.369180667
China,1425179562,2020-10-27,91724,0.006435960945
Japan,124997585,2020-10-27,97498,0.07799990696
Russia,145579889,2020-10-27,1547774,1.063178445
United States,341534041,2020-10-27,8712556,2.551006621
United Kingdom,68179315,2020-10-28,960305,1.408499044
India,1425423209,2020-10-28,7990322,0.5605578715
Mexico,128613116,2020-10-28,955534,0.7429522196
United States,341534041,2020-10-28,8782140,2.571380579
China,1425179562,2020-10-28,91771,0.006439258775
Japan,124997585,2020-10-28,98116,0.07849431651
Russia,145579889,2020-10-28,1563976,1.074307729
China,1425179562,2020-10-29,91821,0.006442767104
United Kingdom,68179315,2020-10-29,984656,1.444215155
Mexico,128613116,2020-10-29,963483,0.7491327712
India,1425423209,2020-10-29,8040203,0.5640572533
United States,341534041,2020-10-29,8857101,2.593328903
Japan,124997585,2020-10-29,98852,0.07908312789
Russia,145579889,2020-10-29,1581693,1.08647768
China,1425179562,2020-10-30,91852,0.006444942269
India,1425423209,2020-10-30,8088851,0.5674701344
United States,341534041,2020-10-30,8941511,2.618043863
Japan,124997585,2020-10-30,99622,0.07969913979
Russia,145579889,2020-10-30,1599976,1.09903642
United Kingdom,68179315,2020-10-30,1008557,1.479271242
Mexico,128613116,2020-10-30,970668,0.7547192932
United States,341534041,2020-10-31,9032641,2.644726415
China,1425179562,2020-10-31,91893,0.006447819099
India,1425423209,2020-10-31,8137119,0.5708563568
Japan,124997585,2020-10-31,100392,0.08031515169
United Kingdom,68179315,2020-10-31,1032171,1.513906381
Mexico,128613116,2020-10-31,977541,0.7600632271
Russia,145579889,2020-10-31,1618116,1.111496932
United Kingdom,68179315,2020-11-01,1055061,1.547479613
India,1425423209,2020-11-01,8184082,0.5741510275
China,1425179562,2020-11-01,91921,0.006449783764
United States,341534041,2020-11-01,9130159,2.673279353
Japan,124997585,2020-11-01,101146,0.08091836334
Russia,145579889,2020-11-01,1636781,1.124318071
Mexico,128613116,2020-11-01,983825,0.7649491985
Mexico,128613116,2020-11-02,986844,0.7672965485
Russia,145579889,2020-11-02,1655034,1.136856204
India,1425423209,2020-11-02,8229313,0.5773241903
China,1425179562,2020-11-02,91955,0.006452169428
United Kingdom,68179315,2020-11-02,1071734,1.571934244
United States,341534041,2020-11-02,9222942,2.700445898
Japan,124997585,2020-11-02,101813,0.08145197365
Russia,145579889,2020-11-03,1673686,1.149668413
Mexico,128613116,2020-11-03,989016,0.7689853343
Japan,124997585,2020-11-03,102281,0.08182638089
United States,341534041,2020-11-03,9364524,2.741900624
India,1425423209,2020-11-03,8267623,0.5800118132
United Kingdom,68179315,2020-11-03,1087704,1.595357771
China,1425179562,2020-11-03,92015,0.006456379424
Mexico,128613116,2020-11-04,994187,0.7730059196
United Kingdom,68179315,2020-11-04,1119629,1.642182823
United States,341534041,2020-11-04,9451712,2.767428972
Japan,124997585,2020-11-04,102900,0.08232159045
China,1425179562,2020-11-04,92045,0.006458484422
India,1425423209,2020-11-04,8313876,0.5832566741
Russia,145579889,2020-11-04,1693454,1.163247212
Mexico,128613116,2020-11-05,1002274,0.7792937697
United Kingdom,68179315,2020-11-05,1145572,1.680233954
United States,341534041,2020-11-05,9550211,2.796269143
Japan,124997585,2020-11-05,103838,0.08307200495
India,1425423209,2020-11-05,8364086,0.5867791367
China,1425179562,2020-11-05,92077,0.006460729753
Russia,145579889,2020-11-05,1712858,1.176575976
Mexico,128613116,2020-11-06,1009911,0.7852317333
China,1425179562,2020-11-06,92121,0.006463817084
United Kingdom,68179315,2020-11-06,1169599,1.715474847
India,1425423209,2020-11-06,8411724,0.5901211617
Russia,145579889,2020-11-06,1733440,1.190713918
Japan,124997585,2020-11-06,104782,0.08382721954
United States,341534041,2020-11-06,9664086,2.829611353
India,1425423209,2020-11-07,8462080,0.5936538669
Russia,145579889,2020-11-07,1753836,1.204724095
United Kingdom,68179315,2020-11-07,1193662,1.750768543
United States,341534041,2020-11-07,9786916,2.865575558
China,1425179562,2020-11-07,92164,0.006466834247
Japan,124997585,2020-11-07,105914,0.08473283704
Mexico,128613116,2020-11-07,1017468,0.7911074948
United States,341534041,2020-11-08,9920253,2.904616176
Mexico,128613116,2020-11-08,1024566,0.7966263721
Russia,145579889,2020-11-08,1774334,1.218804336
China,1425179562,2020-11-08,92195,0.006469009412
United Kingdom,68179315,2020-11-08,1217321,1.785469684
India,1425423209,2020-11-08,8507754,0.5968581083
Japan,124997585,2020-11-08,107086,0.08567045515
Mexico,128613116,2020-11-09,1028111,0.7993827006
United Kingdom,68179315,2020-11-09,1236087,1.812994161
United States,341534041,2020-11-09,10050063,2.9426241
China,1425179562,2020-11-09,92242,0.006472307242
Japan,124997585,2020-11-09,108084,0.08646887058
Russia,145579889,2020-11-09,1796132,1.233777558
India,1425423209,2020-11-09,8553657,0.600078415
Mexico,128613116,2020-11-10,1030763,0.8014446987
Russia,145579889,2020-11-10,1817109,1.248186829
China,1425179562,2020-11-10,92271,0.006474342073
United States,341534041,2020-11-10,10161711,2.975314253
Japan,124997585,2020-11-10,108983,0.08718808447
India,1425423209,2020-11-10,8591730,0.6027494112
United Kingdom,68179315,2020-11-10,1256331,1.842686451
China,1425179562,2020-11-11,92299,0.006476306738
United Kingdom,68179315,2020-11-11,1287841,1.888902815
Japan,124997585,2020-11-11,110156,0.0881265026
United States,341534041,2020-11-11,10286198,3.011763621
Mexico,128613116,2020-11-11,1039737,0.8084222141
India,1425423209,2020-11-11,8636011,0.6058559272
Russia,145579889,2020-11-11,1836960,1.261822641
India,1425423209,2020-11-12,8683916,0.6092166835
Japan,124997585,2020-11-12,111711,0.08937052664
Mexico,128613116,2020-11-12,1048676,0.8153725161
United Kingdom,68179315,2020-11-12,1315630,1.929661511
Russia,145579889,2020-11-12,1858568,1.27666535
United States,341534041,2020-11-12,10432149,3.054497575
China,1425179562,2020-11-12,92336,0.006478902902
India,1425423209,2020-11-13,8728795,0.612365152
Mexico,128613116,2020-11-13,1057034,0.8218710757
China,1425179562,2020-11-13,92372,0.006481428899
Russia,145579889,2020-11-13,1880551,1.29176565
Japan,124997585,2020-11-13,113298,0.09064015117
United Kingdom,68179315,2020-11-13,1343387,1.970373272
United States,341534041,2020-11-13,10585809,3.099488698
United Kingdom,68179315,2020-11-14,1368213,2.006786076
India,1425423209,2020-11-14,8773479,0.6154999403
Mexico,128613116,2020-11-14,1065185,0.8282086875
Japan,124997585,2020-11-14,114983,0.09198817721
China,1425179562,2020-11-14,92404,0.006483674231
United States,341534041,2020-11-14,10748109,3.147009583
Russia,145579889,2020-11-14,1903253,1.307359837
United States,341534041,2020-11-15,10925098,3.198831357
China,1425179562,2020-11-15,92428,0.006485358229
Russia,145579889,2020-11-15,1925825,1.322864726
India,1425423209,2020-11-15,8814579,0.6183832945
Mexico,128613116,2020-11-15,1072766,0.8341031097
Japan,124997585,2020-11-15,116677,0.09334340339
United Kingdom,68179315,2020-11-15,1392601,2.042556456
China,1425179562,2020-11-16,92452,0.006487042227
United Kingdom,68179315,2020-11-16,1410824,2.069284504
India,1425423209,2020-11-16,8845127,0.6205263773
Mexico,128613116,2020-11-16,1076674,0.83714168
Japan,124997585,2020-11-16,118136,0.09451062595
Russia,145579889,2020-11-16,1948603,1.338511118
United States,341534041,2020-11-16,11089337,3.246919975
Russia,145579889,2020-11-17,1971013,1.353904728
Mexico,128613116,2020-11-17,1079315,0.8391951253
United Kingdom,68179315,2020-11-17,1427057,2.093093778
India,1425423209,2020-11-17,8874290,0.622572296
China,1425179562,2020-11-17,92476,0.006488726226
United States,341534041,2020-11-17,11226901,3.287198244
Japan,124997585,2020-11-17,119326,0.09546264434
Japan,124997585,2020-11-18,120815,0.09665386735
India,1425423209,2020-11-18,8912907,0.6252814563
United Kingdom,68179315,2020-11-18,1454009,2.132624829
Mexico,128613116,2020-11-18,1082628,0.8417710679
Russia,145579889,2020-11-18,1991998,1.368319494
United States,341534041,2020-11-18,11380275,3.332105628
China,1425179562,2020-11-18,92490,0.006489708558
China,1425179562,2020-11-19,92513,0.00649132239
Japan,124997585,2020-11-19,122966,0.0983747006
United States,341534041,2020-11-19,11547627,3.381105721
India,1425423209,2020-11-19,8958483,0.6284788225
United Kingdom,68179315,2020-11-19,1477497,2.167075161
Russia,145579889,2020-11-19,2015608,1.384537393
Mexico,128613116,2020-11-19,1092253,0.8492547525
United States,341534041,2020-11-20,11718531,3.431145828
Russia,145579889,2020-11-20,2039926,1.401241623
United Kingdom,68179315,2020-11-20,1498573,2.197987762
Japan,124997585,2020-11-20,125267,0.1002155362
India,1425423209,2020-11-20,9004365,0.631697656
Mexico,128613116,2020-11-20,1100972,0.8560339989
China,1425179562,2020-11-20,92544,0.006493497554
United States,341534041,2020-11-21,11907212,3.48639098
Russia,145579889,2020-11-21,2064748,1.418292055
Mexico,128613116,2020-11-21,1109187,0.8624213723
Japan,124997585,2020-11-21,127665,0.1021339732
United Kingdom,68179315,2020-11-21,1516614,2.224448867
India,1425423209,2020-11-21,9050597,0.6349410437
China,1425179562,2020-11-21,92588,0.006496584884
Mexico,128613116,2020-11-22,1117582,0.8689487004
United Kingdom,68179315,2020-11-22,1533714,2.249529788
China,1425179562,2020-11-22,92648,0.00650079488
Russia,145579889,2020-11-22,2089329,1.435176943
United States,341534041,2020-11-22,12100581,3.543008763
Japan,124997585,2020-11-22,130179,0.1041452121
India,1425423209,2020-11-22,9095806,0.6381126631
United Kingdom,68179315,2020-11-23,1546247,2.267912196
China,1425179562,2020-11-23,92733,0.006506759041
Russia,145579889,2020-11-23,2114502,1.452468479
United States,341534041,2020-11-23,12274442,3.593914669
India,1425423209,2020-11-23,9139865,0.6412036048
Japan,124997585,2020-11-23,132358,0.1058884458
Mexico,128613116,2020-11-23,1121802,0.8722298587
China,1425179562,2020-11-24,92829,0.006513495034
United States,341534041,2020-11-24,12424225,3.63777062
Russia,145579889,2020-11-24,2138828,1.469178205
United Kingdom,68179315,2020-11-24,1558142,2.285358836
India,1425423209,2020-11-24,9177840,0.6438677259
Mexico,128613116,2020-11-24,1124587,0.8743952677
Japan,124997585,2020-11-24,133929,0.10714527
United States,341534041,2020-11-25,12584636,3.684738412
China,1425179562,2020-11-25,92914,0.006519459195
United Kingdom,68179315,2020-11-25,1577166,2.313261728
Mexico,128613116,2020-11-25,1134948,0.8824512113
Russia,145579889,2020-11-25,2162503,1.485440753
India,1425423209,2020-11-25,9222216,0.6469809066
Japan,124997585,2020-11-25,135400,0.1083220928
United States,341534041,2020-11-26,12759819,3.736031396
China,1425179562,2020-11-26,93025,0.006527247687
Russia,145579889,2020-11-26,2187990,1.502947979
United Kingdom,68179315,2020-11-26,1593845,2.337725159
Japan,124997585,2020-11-26,137261,0.1098109215
Mexico,128613116,2020-11-26,1145235,0.8904496179
India,1425423209,2020-11-26,9266705,0.6501020147
Mexico,128613116,2020-11-27,1154821,0.897902979
India,1425423209,2020-11-27,9309787,0.6531244153
China,1425179562,2020-11-27,93113,0.006533422348
Japan,124997585,2020-11-27,139491,0.111594956
United Kingdom,68179315,2020-11-27,1610659,2.362386598
Russia,145579889,2020-11-27,2215533,1.521867488
United States,341534041,2020-11-27,12953919,3.792863213
Mexico,128613116,2020-11-28,1164421,0.9053672255
United States,341534041,2020-11-28,13098948,3.835327208
Russia,145579889,2020-11-28,2242633,1.540482697
India,1425423209,2020-11-28,9351109,0.6560233439
United Kingdom,68179315,2020-11-28,1625420,2.384036859
China,1425179562,2020-11-28,93225,0.006541281007
Japan,124997585,2020-11-28,142068,0.1136565958
Mexico,128613116,2020-11-29,1174039,0.9128454675
China,1425179562,2020-11-29,93329,0.006548578333
Russia,145579889,2020-11-29,2269316,1.558811465
United States,341534041,2020-11-29,13262982,3.883355803
Japan,124997585,2020-11-29,144653,0.1157246358
India,1425423209,2020-11-29,9392919,0.6589565078
United Kingdom,68179315,2020-11-29,1639974,2.40538351
Russia,145579889,2020-11-30,2295654,1.576903249
China,1425179562,2020-11-30,93465,0.00655812099
United States,341534041,2020-11-30,13407557,3.925686869
Mexico,128613116,2020-11-30,1178935,0.9166522332
Japan,124997585,2020-11-30,146760,0.1174102684
United Kingdom,68179315,2020-11-30,1651060,2.421643573
India,1425423209,2020-11-30,9431691,0.6616765421
United States,341534041,2020-12-01,13548629,3.966992268
Japan,124997585,2020-12-01,148694,0.1189574983
China,1425179562,2020-12-01,93577,0.006565979649
Mexico,128613116,2020-12-01,1181948,0.9189949181
United Kingdom,68179315,2020-12-01,1661912,2.437560424
India,1425423209,2020-12-01,9462809,0.6638596131
Russia,145579889,2020-12-01,2322056,1.595038996
Japan,124997585,2020-12-02,150386,0.1203111244
China,1425179562,2020-12-02,93668,0.006572364809
United Kingdom,68179315,2020-12-02,1680110,2.464251804
United States,341534041,2020-12-02,13700534,4.011469533
India,1425423209,2020-12-02,9499413,0.6664275522
Russia,145579889,2020-12-02,2347401,1.612448681
Mexico,128613116,2020-12-02,1192882,0.9274963838
United States,341534041,2020-12-03,13893252,4.067896705
United Kingdom,68179315,2020-12-03,1696794,2.488722569
China,1425179562,2020-12-03,93797,0.0065814163
Japan,124997585,2020-12-03,152827,0.1222639621
Russia,145579889,2020-12-03,2375546,1.631781709
Mexico,128613116,2020-12-03,1204515,0.93654134
India,1425423209,2020-12-03,9534964,0.6689216185
India,1425423209,2020-12-04,9571559,0.6714889262
Russia,145579889,2020-12-04,2402949,1.65060505
Mexico,128613116,2020-12-04,1215981,0.9454564494
United States,341534041,2020-12-04,14103326,4.129405654
United Kingdom,68179315,2020-12-04,1713470,2.513181601
Japan,124997585,2020-12-04,155232,0.1241879993
China,1425179562,2020-12-04,93905,0.006588994293
India,1425423209,2020-12-05,9608211,0.6740602327
Mexico,128613116,2020-12-05,1227200,0.95417951
United States,341534041,2020-12-05,14320108,4.192878683
China,1425179562,2020-12-05,94038,0.00659832645
Russia,145579889,2020-12-05,2431731,1.670375638
Japan,124997585,2020-12-05,157674,0.1261416371
United Kingdom,68179315,2020-12-05,1729330,2.536443788
China,1425179562,2020-12-06,94160,0.006606886775
Japan,124997585,2020-12-06,160098,0.1280808745
United States,341534041,2020-12-06,14543914,4.258408315
Mexico,128613116,2020-12-06,1238115,0.9626662027
Russia,145579889,2020-12-06,2460770,1.690322762
India,1425423209,2020-12-06,9644222,0.6765865702
United Kingdom,68179315,2020-12-06,1745164,2.559667841
Japan,124997585,2020-12-07,162067,0.129656105
China,1425179562,2020-12-07,94293,0.006616218932
United States,341534041,2020-12-07,14749489,4.318599972
United Kingdom,68179315,2020-12-07,1758057,2.578578268
India,1425423209,2020-12-07,9677203,0.6789003391
Russia,145579889,2020-12-07,2488912,1.709653728
Mexico,128613116,2020-12-07,1244113,0.9673298017
China,1425179562,2020-12-08,94383,0.006622533926
Japan,124997585,2020-12-08,163929,0.1311457337
United Kingdom,68179315,2020-12-08,1771788,2.598717808
India,1425423209,2020-12-08,9703770,0.6807641365
United States,341534041,2020-12-08,14926398,4.370398323
Mexico,128613116,2020-12-08,1247291,0.9698007783
Russia,145579889,2020-12-08,2515009,1.727579968
China,1425179562,2020-12-09,94500,0.006630743418
India,1425423209,2020-12-09,9735850,0.6830146962
Russia,145579889,2020-12-09,2541199,1.74557009
Mexico,128613116,2020-12-09,1260401,0.9799941399
Japan,124997585,2020-12-09,165840,0.1326745633
United Kingdom,68179315,2020-12-09,1793372,2.630375503
United States,341534041,2020-12-09,15109489,4.424006742
Japan,124997585,2020-12-10,168573,0.1348610055
Mexico,128613116,2020-12-10,1273408,0.9901074164
India,1425423209,2020-12-10,9767371,0.6852260394
United States,341534041,2020-12-10,15336471,4.490466296
Russia,145579889,2020-12-10,2569126,1.764753372
China,1425179562,2020-12-10,94618,0.006639023076
United Kingdom,68179315,2020-12-10,1814437,2.661271971
China,1425179562,2020-12-11,94749,0.006648214901
Russia,145579889,2020-12-11,2597711,1.784388639
India,1425423209,2020-12-11,9796769,0.6872884445
Mexico,128613116,2020-12-11,1285910,0.9998280424
Japan,124997585,2020-12-11,171542,0.1372362514
United States,341534041,2020-12-11,15557722,4.555247833
United Kingdom,68179315,2020-12-11,1836346,2.693406351
United States,341534041,2020-12-12,15766557,4.616394007
United Kingdom,68179315,2020-12-12,1859262,2.727017718
Japan,124997585,2020-12-12,174299,0.139441894
Russia,145579889,2020-12-12,2625848,1.803716171
China,1425179562,2020-12-12,94849,0.00665523156
India,1425423209,2020-12-12,9826775,0.6893935035
Mexico,128613116,2020-12-12,1298666,1.00974616
United Kingdom,68179315,2020-12-13,1883652,2.762791031
United States,341534041,2020-12-13,16012396,4.688374826
India,1425423209,2020-12-13,9857029,0.6915159609
Japan,124997585,2020-12-13,177287,0.1418323402
China,1425179562,2020-12-13,94950,0.006662318387
Mexico,128613116,2020-12-13,1311165,1.019464453
Russia,145579889,2020-12-13,2653928,1.82300455
India,1425423209,2020-12-14,9884100,0.6934151161
United Kingdom,68179315,2020-12-14,1903240,2.791521153
Mexico,128613116,2020-12-14,1318067,1.024830936
United States,341534041,2020-12-14,16229549,4.751956482
Russia,145579889,2020-12-14,2681256,1.841776373
Japan,124997585,2020-12-14,179653,0.1437251768
China,1425179562,2020-12-14,95064,0.006670317379
United Kingdom,68179315,2020-12-15,1925506,2.824179152
Mexico,128613116,2020-12-15,1321489,1.027491628
India,1425423209,2020-12-15,9906165,0.6949630775
United States,341534041,2020-12-15,16410824,4.805033183
China,1425179562,2020-12-15,95167,0.006677544538
Russia,145579889,2020-12-15,2707945,1.860109263
Japan,124997585,2020-12-15,181870,0.145498811
United Kingdom,68179315,2020-12-16,1960703,2.875803314
Mexico,128613116,2020-12-16,1335870,1.038673225
India,1425423209,2020-12-16,9932547,0.6968138962
China,1425179562,2020-12-16,95279,0.006685403197
United States,341534041,2020-12-16,16609028,4.863066636
Russia,145579889,2020-12-16,2734454,1.878318509
Japan,124997585,2020-12-16,184042,0.1472364446
Japan,124997585,2020-12-17,187103,0.1496852919
Russia,145579889,2020-12-17,2762668,1.897698933
United Kingdom,68179315,2020-12-17,1995081,2.926226232
Mexico,128613116,2020-12-17,1349916,1.049594351
India,1425423209,2020-12-17,9956557,0.6984983082
United States,341534041,2020-12-17,16807678,4.921230678
China,1425179562,2020-12-17,95375,0.00669213919
China,1425179562,2020-12-18,95491,0.006700278516
Japan,124997585,2020-12-18,190138,0.1521133388
United Kingdom,68179315,2020-12-18,2030508,2.978187739
Russia,145579889,2020-12-18,2791220,1.917311532
United States,341534041,2020-12-18,17047944,4.991579741
India,1425423209,2020-12-18,9979447,0.7001041471
Mexico,128613116,2020-12-18,1363247,1.059959546
China,1425179562,2020-12-19,95580,0.006706523343
United Kingdom,68179315,2020-12-19,2064945,3.028697194
United States,341534041,2020-12-19,17294449,5.063755563
Mexico,128613116,2020-12-19,1376047,1.069911874
Russia,145579889,2020-12-19,2819429,1.936688522
Japan,124997585,2020-12-19,193031,0.1544277835
India,1425423209,2020-12-19,10004599,0.7018686757
Japan,124997585,2020-12-20,195880,0.1567070276
India,1425423209,2020-12-20,10031223,0.7037364719
Mexico,128613116,2020-12-20,1388598,1.079670599
United Kingdom,68179315,2020-12-20,2101364,3.082113688
Russia,145579889,2020-12-20,2848377,1.956573136
China,1425179562,2020-12-20,95716,0.006716066
United States,341534041,2020-12-20,17530324,5.132818957
Japan,124997585,2020-12-21,198523,0.1588214684
India,1425423209,2020-12-21,10055560,0.7054438244
Mexico,128613116,2020-12-21,1395214,1.084814709
United Kingdom,68179315,2020-12-21,2126953,3.119645599
Russia,145579889,2020-12-21,2877727,1.976733888
China,1425179562,2020-12-21,95816,0.00672308266
United States,341534041,2020-12-21,17732613,5.192048485
United States,341534041,2020-12-22,17919042,5.246634259
Russia,145579889,2020-12-22,2906503,1.996500355
Japan,124997585,2020-12-22,200658,0.1605295014
India,1425423209,2020-12-22,10075116,0.7068157679
Mexico,128613116,2020-12-22,1399013,1.087768529
United Kingdom,68179315,2020-12-22,2160019,3.16814418
China,1425179562,2020-12-22,95916,0.006730099319
China,1425179562,2020-12-23,95998,0.00673585298
Russia,145579889,2020-12-23,2933753,2.015218599
Japan,124997585,2020-12-23,203113,0.1624935394
United States,341534041,2020-12-23,18102595,5.30037795
United Kingdom,68179315,2020-12-23,2208211,3.238828375
India,1425423209,2020-12-23,10099066,0.7084959706
Mexico,128613116,2020-12-23,1413489,1.099023991
United States,341534041,2020-12-24,18300354,5.358281109
Russia,145579889,2020-12-24,2963688,2.035781192
United Kingdom,68179315,2020-12-24,2254686,3.306994211
Mexico,128613116,2020-12-24,1427376,1.10982149
Japan,124997585,2020-12-24,206139,0.1649143861
China,1425179562,2020-12-24,96074,0.006741185642
India,1425423209,2020-12-24,10123778,0.7102296312
Russia,145579889,2020-12-25,2992706,2.055713891
India,1425423209,2020-12-25,10146845,0.7118478874
Japan,124997585,2020-12-25,209980,0.1679872455
China,1425179562,2020-12-25,96159,0.006747149802
United States,341534041,2020-12-25,18526554,5.424511696
Mexico,128613116,2020-12-25,1440199,1.119791701
United Kingdom,68179315,2020-12-25,2297622,3.369969323
India,1425423209,2020-12-26,10169118,0.7134104409
China,1425179562,2020-12-26,96240,0.006752833297
Mexico,128613116,2020-12-26,1450679,1.127940171
Japan,124997585,2020-12-26,213547,0.1708409006
Russia,145579889,2020-12-26,3021964,2.075811447
United Kingdom,68179315,2020-12-26,2330014,3.417479334
United States,341534041,2020-12-26,18729104,5.483817644
United States,341534041,2020-12-27,18890446,5.53105803
China,1425179562,2020-12-27,96324,0.006758727291
United Kingdom,68179315,2020-12-27,2344433,3.438627977
India,1425423209,2020-12-27,10187850,0.7147245769
Japan,124997585,2020-12-27,217312,0.1738529588
Russia,145579889,2020-12-27,3050248,2.095239954
Mexico,128613116,2020-12-27,1453414,1.130066703
United Kingdom,68179315,2020-12-28,2385543,3.498924857
China,1425179562,2020-12-28,96417,0.006765252784
India,1425423209,2020-12-28,10207871,0.7161291422
United States,341534041,2020-12-28,19037565,5.57413397
Russia,145579889,2020-12-28,3078035,2.114327069
Japan,124997585,2020-12-28,220236,0.176192204
Mexico,128613116,2020-12-28,1459347,1.134679763
China,1425179562,2020-12-29,96513,0.006771988778
India,1425423209,2020-12-29,10224303,0.7172819227
United States,341534041,2020-12-29,19191907,5.619324781
Mexico,128613116,2020-12-29,1463744,1.138098544
Russia,145579889,2020-12-29,3105037,2.13287496
Japan,124997585,2020-12-29,223120,0.1784994486
United Kingdom,68179315,2020-12-29,2434063,3.570090137
United Kingdom,68179315,2020-12-30,2480471,3.638157702
Mexico,128613116,2020-12-30,1479968,1.15071312
India,1425423209,2020-12-30,10244852,0.7187235296
Japan,124997585,2020-12-30,226596,0.1812803023
China,1425179562,2020-12-30,96592,0.006777531939
United States,341534041,2020-12-30,19368681,5.671083604
Russia,145579889,2020-12-30,3131550,2.151086954
United Kingdom,68179315,2020-12-31,2563561,3.76002751
United States,341534041,2020-12-31,19577585,5.732249981
Russia,145579889,2020-12-31,3159297,2.170146592
Mexico,128613116,2020-12-31,1496067,1.163230506
China,1425179562,2020-12-31,96673,0.006783215433
Japan,124997585,2020-12-31,230304,0.1842467596
India,1425423209,2020-12-31,10266674,0.7202544434
Japan,124997585,2021-01-01,238012,0.1904132788
Russia,145579889,2021-01-01,3186336,2.188719899
China,1425179562,2021-01-01,96829,0.006794161422
United States,341534041,2021-01-01,19813403,5.801296685
Mexico,128613116,2021-01-01,1510795,1.174681904
India,1425423209,2021-01-01,10286709,0.7216599909
United Kingdom,68179315,2021-01-01,2635722,3.865867529
Japan,124997585,2021-01-02,240954,0.1927669243
China,1425179562,2021-01-02,96894,0.006798722251
India,1425423209,2021-01-02,10305788,0.7229984706
United Kingdom,68179315,2021-01-02,2689669,3.9449927
United States,341534041,2021-01-02,20042895,5.868491159
Mexico,128613116,2021-01-02,1522878,1.184076747
Russia,145579889,2021-01-02,3212637,2.206786268
Russia,145579889,2021-01-03,3236787,2.223375098
India,1425423209,2021-01-03,10323965,0.7242736708
Mexico,128613116,2021-01-03,1526291,1.186730442
Japan,124997585,2021-01-03,243847,0.195081369
United States,341534041,2021-01-03,20271441,5.935408646
United Kingdom,68179315,2021-01-03,2722151,3.992634716
China,1425179562,2021-01-03,96972,0.006804195246
Russia,145579889,2021-01-04,3260138,2.239415088
United States,341534041,2021-01-04,20496759,6.001380987
United Kingdom,68179315,2021-01-04,2783805,4.083063903
China,1425179562,2021-01-04,97061,0.006810440073
Mexico,128613116,2021-01-04,1533239,1.19213269
Japan,124997585,2021-01-04,247960,0.1983718325
India,1425423209,2021-01-04,10340469,0.7254315024
Japan,124997585,2021-01-05,252317,0.2018574999
India,1425423209,2021-01-05,10356844,0.726580284
Mexico,128613116,2021-01-05,1538513,1.196233361
Russia,145579889,2021-01-05,3284384,2.256069861
United Kingdom,68179315,2021-01-05,2840140,4.165691603
United States,341534041,2021-01-05,20702217,6.061538387
China,1425179562,2021-01-05,97127,0.006815071068
China,1425179562,2021-01-06,97217,0.006821386062
India,1425423209,2021-01-06,10374932,0.7278492405
Mexico,128613116,2021-01-06,1557069,1.210661127
Russia,145579889,2021-01-06,3308601,2.272704714
United States,341534041,2021-01-06,20876531,6.112576931
