country,Population,date,HighestInfectionCount,PercentPopulationInfected
China,1425179562,2024-10-27,99381078,6.973232051
Russia,145579889,2024-10-27,24572846,16.87928612
United States,341534041,2024-10-27,103436829,30.28595003
United Kingdom,68179315,2024-10-27,25010920,36.68402946
India,1425423209,2024-10-27,45044196,3.160057709
Japan,124997585,2024-10-28,33803572,27.04338008
Mexico,128613116,2024-10-28,7622331,5.926558066
China,1425179562,2024-10-28,99381078,6.973232051
United Kingdom,68179315,2024-10-28,25013016,36.68710371
India,1425423209,2024-10-28,45044281,3.160063672
Russia,145579889,2024-10-28,24596922,16.89582412
United States,341534041,2024-10-28,103436829,30.28595003
India,1425423209,2024-10-29,45044281,3.160063672
Mexico,128613116,2024-10-29,7622364,5.926583724
China,1425179562,2024-10-29,99381078,6.973232051
United Kingdom,68179315,2024-10-29,25013016,36.68710371
Japan,124997585,2024-10-29,33803572,27.04338008
United States,341534041,2024-10-29,103436829,30.28595003
Russia,145579889,2024-10-29,24596922,16.89582412
Mexico,128613116,2024-10-30,7622364,5.926583724
China,1425179562,2024-10-30,99381078,6.973232051
United Kingdom,68179315,2024-10-30,25013016,36.68710371
India,1425423209,2024-10-30,45044281,3.160063672
Japan,124997585,2024-10-30,33803572,27.04338008
United States,341534041,2024-10-30,103436829,30.28595003
Russia,145579889,2024-10-30,24596922,16.89582412
United Kingdom,68179315,2024-10-31,25013016,36.68710371
China,1425179562,2024-10-31,99381078,6.973232051
Russia,145579889,2024-10-31,24596922,16.89582412
United States,341534041,2024-10-31,103436829,30.28595003
India,1425423209,2024-10-31,45044281,3.160063672
Mexico,128613116,2024-10-31,7622364,5.926583724
Japan,124997585,2024-10-31,33803572,27.04338008
United Kingdom,68179315,2024-11-01,25013016,36.68710371
United States,341534041,2024-11-01,103436829,30.28595003
China,1425179562,2024-11-01,99381151,6.973237173
India,1425423209,2024-11-01,45044281,3.160063672
Japan,124997585,2024-11-01,33803572,27.04338008
Mexico,128613116,2024-11-01,7622364,5.926583724
Russia,145579889,2024-11-01,24596922,16.89582412
Japan,124997585,2024-11-02,33803572,27.04338008
United States,341534041,2024-11-02,103436829,30.28595003
Russia,145579889,2024-11-02,24596922,16.89582412
China,1425179562,2024-11-02,99381151,6.973237173
India,1425423209,2024-11-02,45044281,3.160063672
United Kingdom,68179315,2024-11-02,25013016,36.68710371
Mexico,128613116,2024-11-02,7622364,5.926583724
India,1425423209,2024-11-03,45044281,3.160063672
United States,341534041,2024-11-03,103436829,30.28595003
Japan,124997585,2024-11-03,33803572,27.04338008
China,1425179562,2024-11-03,99381151,6.973237173
Russia,145579889,2024-11-03,24596922,16.89582412
United Kingdom,68179315,2024-11-03,25013016,36.68710371
Mexico,128613116,2024-11-03,7622364,5.926583724
United States,341534041,2024-11-04,103436829,30.28595003
Mexico,128613116,2024-11-04,7622364,5.926583724
India,1425423209,2024-11-04,45044346,3.160068232
China,1425179562,2024-11-04,99381151,6.973237173
Japan,124997585,2024-11-04,33803572,27.04338008
United Kingdom,68179315,2024-11-04,25014737,36.68962793
Russia,145579889,2024-11-04,24619320,16.91120949
Mexico,128613116,2024-11-05,7622403,5.926614048
United Kingdom,68179315,2024-11-05,25014737,36.68962793
India,1425423209,2024-11-05,45044346,3.160068232
China,1425179562,2024-11-05,99381151,6.973237173
Russia,145579889,2024-11-05,24619320,16.91120949
United States,341534041,2024-11-05,103436829,30.28595003
Japan,124997585,2024-11-05,33803572,27.04338008
India,1425423209,2024-11-06,45044346,3.160068232
Japan,124997585,2024-11-06,33803572,27.04338008
Mexico,128613116,2024-11-06,7622403,5.926614048
United Kingdom,68179315,2024-11-06,25014737,36.68962793
United States,341534041,2024-11-06,103436829,30.28595003
Russia,145579889,2024-11-06,24619320,16.91120949
China,1425179562,2024-11-06,99381151,6.973237173
Japan,124997585,2024-11-07,33803572,27.04338008
Mexico,128613116,2024-11-07,7622403,5.926614048
United Kingdom,68179315,2024-11-07,25014737,36.68962793
United States,341534041,2024-11-07,103436829,30.28595003
Russia,145579889,2024-11-07,24619320,16.91120949
China,1425179562,2024-11-07,99381172,6.973238647
India,1425423209,2024-11-07,45044346,3.160068232
United Kingdom,68179315,2024-11-08,25014737,36.68962793
India,1425423209,2024-11-08,45044346,3.160068232
Japan,124997585,2024-11-08,33803572,27.04338008
Russia,145579889,2024-11-08,24619320,16.91120949
United States,341534041,2024-11-08,103436829,30.28595003
China,1425179562,2024-11-08,99381189,6.973239839
Mexico,128613116,2024-11-08,7622403,5.926614048
China,1425179562,2024-11-09,99381189,6.973239839
Mexico,128613116,2024-11-09,7622403,5.926614048
Japan,124997585,2024-11-09,33803572,27.04338008
Russia,145579889,2024-11-09,24619320,16.91120949
India,1425423209,2024-11-09,45044346,3.160068232
United Kingdom,68179315,2024-11-09,25014737,36.68962793
United States,341534041,2024-11-09,103436829,30.28595003
United States,341534041,2024-11-10,103436829,30.28595003
Mexico,128613116,2024-11-10,7622403,5.926614048
United Kingdom,68179315,2024-11-10,25014737,36.68962793
China,1425179562,2024-11-10,99381189,6.973239839
India,1425423209,2024-11-10,45044346,3.160068232
Japan,124997585,2024-11-10,33803572,27.04338008
Russia,145579889,2024-11-10,24619320,16.91120949
United Kingdom,68179315,2024-11-11,25016103,36.69163147
China,1425179562,2024-11-11,99381189,6.973239839
India,1425423209,2024-11-11,45044408,3.160072582
Mexico,128613116,2024-11-11,7622403,5.926614048
United States,341534041,2024-11-11,103436829,30.28595003
Russia,145579889,2024-11-11,24644428,16.92845637
Japan,124997585,2024-11-11,33803572,27.04338008
United Kingdom,68179315,2024-11-12,25016103,36.69163147
China,1425179562,2024-11-12,99381189,6.973239839
Mexico,128613116,2024-11-12,7622421,5.926628043
India,1425423209,2024-11-12,45044408,3.160072582
United States,341534041,2024-11-12,103436829,30.28595003
Japan,124997585,2024-11-12,33803572,27.04338008
Russia,145579889,2024-11-12,24644428,16.92845637
Mexico,128613116,2024-11-13,7622421,5.926628043
United Kingdom,68179315,2024-11-13,25016103,36.69163147
Japan,124997585,2024-11-13,33803572,27.04338008
India,1425423209,2024-11-13,45044408,3.160072582
Russia,145579889,2024-11-13,24644428,16.92845637
United States,341534041,2024-11-13,103436829,30.28595003
China,1425179562,2024-11-13,99381189,6.973239839
Mexico,128613116,2024-11-14,7622421,5.926628043
United Kingdom,68179315,2024-11-14,25016103,36.69163147
India,1425423209,2024-11-14,45044408,3.160072582
Japan,124997585,2024-11-14,33803572,27.04338008
Russia,145579889,2024-11-14,24644428,16.92845637
United States,341534041,2024-11-14,103436829,30.28595003
China,1425179562,2024-11-14,99381216,6.973241734
United Kingdom,68179315,2024-11-15,25016103,36.69163147
China,1425179562,2024-11-15,99381233,6.973242927
Japan,124997585,2024-11-15,33803572,27.04338008
Mexico,128613116,2024-11-15,7622421,5.926628043
India,1425423209,2024-11-15,45044408,3.160072582
United States,341534041,2024-11-15,103436829,30.28595003
Russia,145579889,2024-11-15,24644428,16.92845637
China,1425179562,2024-11-16,99381233,6.973242927
Japan,124997585,2024-11-16,33803572,27.04338008
Mexico,128613116,2024-11-16,7622421,5.926628043
United Kingdom,68179315,2024-11-16,25016103,36.69163147
Russia,145579889,2024-11-16,24644428,16.92845637
India,1425423209,2024-11-16,45044408,3.160072582
United States,341534041,2024-11-16,103436829,30.28595003
Russia,145579889,2024-11-17,24644428,16.92845637
United Kingdom,68179315,2024-11-17,25016103,36.69163147
India,1425423209,2024-11-17,45044408,3.160072582
Japan,124997585,2024-11-17,33803572,27.04338008
China,1425179562,2024-11-17,99381233,6.973242927
Mexico,128613116,2024-11-17,7622421,5.926628043
United States,341534041,2024-11-17,103436829,30.28595003
Mexico,128613116,2024-11-18,7622421,5.926628043
United Kingdom,68179315,2024-11-18,25017505,36.69368781
India,1425423209,2024-11-18,45044456,3.160075949
United States,341534041,2024-11-18,103436829,30.28595003
Japan,124997585,2024-11-18,33803572,27.04338008
China,1425179562,2024-11-18,99381233,6.973242927
Russia,145579889,2024-11-18,24673386,16.94834786
United States,341534041,2024-11-19,103436829,30.28595003
Russia,145579889,2024-11-19,24673386,16.94834786
India,1425423209,2024-11-19,45044456,3.160075949
United Kingdom,68179315,2024-11-19,25017505,36.69368781
Japan,124997585,2024-11-19,33803572,27.04338008
China,1425179562,2024-11-19,99381233,6.973242927
Mexico,128613116,2024-11-19,7622441,5.926643594
Japan,124997585,2024-11-20,33803572,27.04338008
Mexico,128613116,2024-11-20,7622441,5.926643594
United States,341534041,2024-11-20,103436829,30.28595003
China,1425179562,2024-11-20,99381233,6.973242927
India,1425423209,2024-11-20,45044456,3.160075949
Russia,145579889,2024-11-20,24673386,16.94834786
United Kingdom,68179315,2024-11-20,25017505,36.69368781
United States,341534041,2024-11-21,103436829,30.28595003
Russia,145579889,2024-11-21,24673386,16.94834786
China,1425179562,2024-11-21,99381255,6.97324447
United Kingdom,68179315,2024-11-21,25017505,36.69368781
India,1425423209,2024-11-21,45044456,3.160075949
Mexico,128613116,2024-11-21,7622441,5.926643594
Japan,124997585,2024-11-21,33803572,27.04338008
Japan,124997585,2024-11-22,33803572,27.04338008
United States,341534041,2024-11-22,103436829,30.28595003
India,1425423209,2024-11-22,45044456,3.160075949
United Kingdom,68179315,2024-11-22,25017505,36.69368781
China,1425179562,2024-11-22,99381255,6.97324447
Russia,145579889,2024-11-22,24673386,16.94834786
Mexico,128613116,2024-11-22,7622441,5.926643594
Russia,145579889,2024-11-23,24673386,16.94834786
United Kingdom,68179315,2024-11-23,25017505,36.69368781
Japan,124997585,2024-11-23,33803572,27.04338008
India,1425423209,2024-11-23,45044456,3.160075949
China,1425179562,2024-11-23,99381255,6.97324447
United States,341534041,2024-11-23,103436829,30.28595003
Mexico,128613116,2024-11-23,7622441,5.926643594
Russia,145579889,2024-11-24,24673386,16.94834786
United Kingdom,68179315,2024-11-24,25017505,36.69368781
United States,341534041,2024-11-24,103436829,30.28595003
Japan,124997585,2024-11-24,33803572,27.04338008
Mexico,128613116,2024-11-24,7622441,5.926643594
China,1425179562,2024-11-24,99381255,6.97324447
India,1425423209,2024-11-24,45044456,3.160075949
United States,341534041,2024-11-25,103436829,30.28595003
Japan,124997585,2024-11-25,33803572,27.04338008
India,1425423209,2024-11-25,45044485,3.160077984
Mexico,128613116,2024-11-25,7622441,5.926643594
United Kingdom,68179315,2024-11-25,25018897,36.69572949
Russia,145579889,2024-11-25,24704524,16.9697368
China,1425179562,2024-11-25,99381255,6.97324447
China,1425179562,2024-11-26,99381255,6.97324447
Japan,124997585,2024-11-26,33803572,27.04338008
United States,341534041,2024-11-26,103436829,30.28595003
India,1425423209,2024-11-26,45044485,3.160077984
Mexico,128613116,2024-11-26,7622458,5.926656812
United Kingdom,68179315,2024-11-26,25018897,36.69572949
Russia,145579889,2024-11-26,24704524,16.9697368
India,1425423209,2024-11-27,45044485,3.160077984
Japan,124997585,2024-11-27,33803572,27.04338008
Russia,145579889,2024-11-27,24704524,16.9697368
United Kingdom,68179315,2024-11-27,25018897,36.69572949
China,1425179562,2024-11-27,99381255,6.97324447
Mexico,128613116,2024-11-27,7622458,5.926656812
United States,341534041,2024-11-27,103436829,30.28595003
India,1425423209,2024-11-28,45044485,3.160077984
Mexico,128613116,2024-11-28,7622458,5.926656812
Japan,124997585,2024-11-28,33803572,27.04338008
United States,341534041,2024-11-28,103436829,30.28595003
Russia,145579889,2024-11-28,24704524,16.9697368
China,1425179562,2024-11-28,99381285,6.973246575
United Kingdom,68179315,2024-11-28,25018897,36.69572949
Japan,124997585,2024-11-29,33803572,27.04338008
United Kingdom,68179315,2024-11-29,25018897,36.69572949
Russia,145579889,2024-11-29,24704524,16.9697368
India,1425423209,2024-11-29,45044485,3.160077984
United States,341534041,2024-11-29,103436829,30.28595003
China,1425179562,2024-11-29,99381302,6.973247768
Mexico,128613116,2024-11-29,7622458,5.926656812
Mexico,128613116,2024-11-30,7622458,5.926656812
Japan,124997585,2024-11-30,33803572,27.04338008
India,1425423209,2024-11-30,45044485,3.160077984
United States,341534041,2024-11-30,103436829,30.28595003
Russia,145579889,2024-11-30,24704524,16.9697368
United Kingdom,68179315,2024-11-30,25018897,36.69572949
China,1425179562,2024-11-30,99381302,6.973247768
Mexico,128613116,2024-12-01,7622458,5.926656812
China,1425179562,2024-12-01,99381302,6.973247768
United States,341534041,2024-12-01,103436829,30.28595003
United Kingdom,68179315,2024-12-01,25018897,36.69572949
India,1425423209,2024-12-01,45044485,3.160077984
Russia,145579889,2024-12-01,24704524,16.9697368
Japan,124997585,2024-12-01,33803572,27.04338008
India,1425423209,2024-12-02,45044521,3.160080509
China,1425179562,2024-12-02,99381302,6.973247768
Japan,124997585,2024-12-02,33803572,27.04338008
Russia,145579889,2024-12-02,24738306,16.99294193
United States,341534041,2024-12-02,103436829,30.28595003
United Kingdom,68179315,2024-12-02,25020294,36.6977785
Mexico,128613116,2024-12-02,7622458,5.926656812
China,1425179562,2024-12-03,99381302,6.973247768
India,1425423209,2024-12-03,45044521,3.160080509
Mexico,128613116,2024-12-03,7622486,5.926678582
Russia,145579889,2024-12-03,24738306,16.99294193
Japan,124997585,2024-12-03,33803572,27.04338008
United Kingdom,68179315,2024-12-03,25020294,36.6977785
United States,341534041,2024-12-03,103436829,30.28595003
China,1425179562,2024-12-04,99381330,6.973249733
United Kingdom,68179315,2024-12-04,25020294,36.6977785
India,1425423209,2024-12-04,45044521,3.160080509
Japan,124997585,2024-12-04,33803572,27.04338008
Russia,145579889,2024-12-04,24738306,16.99294193
Mexico,128613116,2024-12-04,7622486,5.926678582
United States,341534041,2024-12-04,103436829,30.28595003
China,1425179562,2024-12-05,99381330,6.973249733
India,1425423209,2024-12-05,45044521,3.160080509
Japan,124997585,2024-12-05,33803572,27.04338008
Russia,145579889,2024-12-05,24738306,16.99294193
United States,341534041,2024-12-05,103436829,30.28595003
Mexico,128613116,2024-12-05,7622486,5.926678582
United Kingdom,68179315,2024-12-05,25020294,36.6977785
China,1425179562,2024-12-06,99381370,6.97325254
Mexico,128613116,2024-12-06,7622486,5.926678582
United States,341534041,2024-12-06,103436829,30.28595003
Russia,145579889,2024-12-06,24738306,16.99294193
Japan,124997585,2024-12-06,33803572,27.04338008
India,1425423209,2024-12-06,45044521,3.160080509
United Kingdom,68179315,2024-12-06,25020294,36.6977785
Mexico,128613116,2024-12-07,7622486,5.926678582
United States,341534041,2024-12-07,103436829,30.28595003
United Kingdom,68179315,2024-12-07,25020294,36.6977785
Japan,124997585,2024-12-07,33803572,27.04338008
India,1425423209,2024-12-07,45044521,3.160080509
Russia,145579889,2024-12-07,24738306,16.99294193
China,1425179562,2024-12-07,99381370,6.97325254
China,1425179562,2024-12-08,99381370,6.97325254
United Kingdom,68179315,2024-12-08,25020294,36.6977785
Mexico,128613116,2024-12-08,7622486,5.926678582
India,1425423209,2024-12-08,45044521,3.160080509
United States,341534041,2024-12-08,103436829,30.28595003
Japan,124997585,2024-12-08,33803572,27.04338008
Russia,145579889,2024-12-08,24738306,16.99294193
Japan,124997585,2024-12-09,33803572,27.04338008
China,1425179562,2024-12-09,99381370,6.97325254
Russia,145579889,2024-12-09,24771517,17.01575483
United Kingdom,68179315,2024-12-09,25021671,36.69979817
India,1425423209,2024-12-09,45044532,3.160081281
Mexico,128613116,2024-12-09,7622486,5.926678582
United States,341534041,2024-12-09,103436829,30.28595003
Japan,124997585,2024-12-10,33803572,27.04338008
China,1425179562,2024-12-10,99381370,6.97325254
United Kingdom,68179315,2024-12-10,25021671,36.69979817
Russia,145579889,2024-12-10,24771517,17.01575483
United States,341534041,2024-12-10,103436829,30.28595003
India,1425423209,2024-12-10,45044532,3.160081281
Mexico,128613116,2024-12-10,7622504,5.926692578
United Kingdom,68179315,2024-12-11,25021671,36.69979817
Russia,145579889,2024-12-11,24771517,17.01575483
United States,341534041,2024-12-11,103436829,30.28595003
Mexico,128613116,2024-12-11,7622504,5.926692578
India,1425423209,2024-12-11,45044532,3.160081281
China,1425179562,2024-12-11,99381370,6.97325254
Japan,124997585,2024-12-11,33803572,27.04338008
United Kingdom,68179315,2024-12-12,25021671,36.69979817
Russia,145579889,2024-12-12,24771517,17.01575483
Japan,124997585,2024-12-12,33803572,27.04338008
China,1425179562,2024-12-12,99381404,6.973254925
India,1425423209,2024-12-12,45044532,3.160081281
United States,341534041,2024-12-12,103436829,30.28595003
Mexico,128613116,2024-12-12,7622504,5.926692578
Russia,145579889,2024-12-13,24771517,17.01575483
United Kingdom,68179315,2024-12-13,25021671,36.69979817
China,1425179562,2024-12-13,99381428,6.973256609
Japan,124997585,2024-12-13,33803572,27.04338008
India,1425423209,2024-12-13,45044532,3.160081281
United States,341534041,2024-12-13,103436829,30.28595003
Mexico,128613116,2024-12-13,7622504,5.926692578
United Kingdom,68179315,2024-12-14,25021671,36.69979817
China,1425179562,2024-12-14,99381428,6.973256609
Russia,145579889,2024-12-14,24771517,17.01575483
Japan,124997585,2024-12-14,33803572,27.04338008
United States,341534041,2024-12-14,103436829,30.28595003
India,1425423209,2024-12-14,45044532,3.160081281
Mexico,128613116,2024-12-14,7622504,5.926692578
Mexico,128613116,2024-12-15,7622504,5.926692578
United States,341534041,2024-12-15,103436829,30.28595003
United Kingdom,68179315,2024-12-15,25021671,36.69979817
India,1425423209,2024-12-15,45044532,3.160081281
China,1425179562,2024-12-15,99381428,6.973256609
Japan,124997585,2024-12-15,33803572,27.04338008
Russia,145579889,2024-12-15,24771517,17.01575483
China,1425179562,2024-12-16,99381428,6.973256609
India,1425423209,2024-12-16,45044549,3.160082473
Mexico,128613116,2024-12-16,7622504,5.926692578
United Kingdom,68179315,2024-12-16,25023168,36.70199385
Japan,124997585,2024-12-16,33803572,27.04338008
Russia,145579889,2024-12-16,24799330,17.03485981
United States,341534041,2024-12-16,103436829,30.28595003
United States,341534041,2024-12-17,103436829,30.28595003
China,1425179562,2024-12-17,99381428,6.973256609
United Kingdom,68179315,2024-12-17,25023168,36.70199385
India,1425423209,2024-12-17,45044549,3.160082473
Japan,124997585,2024-12-17,33803572,27.04338008
Mexico,128613116,2024-12-17,7622513,5.926699575
Russia,145579889,2024-12-17,24799330,17.03485981
Russia,145579889,2024-12-18,24799330,17.03485981
China,1425179562,2024-12-18,99381470,6.973259556
United Kingdom,68179315,2024-12-18,25023168,36.70199385
India,1425423209,2024-12-18,45044549,3.160082473
United States,341534041,2024-12-18,103436829,30.28595003
Mexico,128613116,2024-12-18,7622513,5.926699575
Japan,124997585,2024-12-18,33803572,27.04338008
Russia,145579889,2024-12-19,24799330,17.03485981
United States,341534041,2024-12-19,103436829,30.28595003
China,1425179562,2024-12-19,99381470,6.973259556
Mexico,128613116,2024-12-19,7622513,5.926699575
India,1425423209,2024-12-19,45044549,3.160082473
United Kingdom,68179315,2024-12-19,25023168,36.70199385
Japan,124997585,2024-12-19,33803572,27.04338008
United Kingdom,68179315,2024-12-20,25023168,36.70199385
India,1425423209,2024-12-20,45044549,3.160082473
United States,341534041,2024-12-20,103436829,30.28595003
Japan,124997585,2024-12-20,33803572,27.04338008
Russia,145579889,2024-12-20,24799330,17.03485981
China,1425179562,2024-12-20,99381523,6.973263275
Mexico,128613116,2024-12-20,7622513,5.926699575
China,1425179562,2024-12-21,99381523,6.973263275
Mexico,128613116,2024-12-21,7622513,5.926699575
Russia,145579889,2024-12-21,24799330,17.03485981
Japan,124997585,2024-12-21,33803572,27.04338008
India,1425423209,2024-12-21,45044549,3.160082473
United States,341534041,2024-12-21,103436829,30.28595003
United Kingdom,68179315,2024-12-21,25023168,36.70199385
Russia,145579889,2024-12-22,24799330,17.03485981
United Kingdom,68179315,2024-12-22,25023168,36.70199385
China,1425179562,2024-12-22,99381523,6.973263275
India,1425423209,2024-12-22,45044549,3.160082473
United States,341534041,2024-12-22,103436829,30.28595003
Mexico,128613116,2024-12-22,7622513,5.926699575
Japan,124997585,2024-12-22,33803572,27.04338008
Mexico,128613116,2024-12-23,7622513,5.926699575
China,1425179562,2024-12-23,99381523,6.973263275
India,1425423209,2024-12-23,45044549,3.160082473
United States,341534041,2024-12-23,103436829,30.28595003
United Kingdom,68179315,2024-12-23,25024349,36.70372605
Russia,145579889,2024-12-23,24821826,17.05031249
Japan,124997585,2024-12-23,33803572,27.04338008
Russia,145579889,2024-12-24,24821826,17.05031249
Mexico,128613116,2024-12-24,7622513,5.926699575
United States,341534041,2024-12-24,103436829,30.28595003
Japan,124997585,2024-12-24,33803572,27.04338008
India,1425423209,2024-12-24,45044549,3.160082473
China,1425179562,2024-12-24,99381523,6.973263275
United Kingdom,68179315,2024-12-24,25024349,36.70372605
China,1425179562,2024-12-25,99381555,6.97326552
United States,341534041,2024-12-25,103436829,30.28595003
Japan,124997585,2024-12-25,33803572,27.04338008
United Kingdom,68179315,2024-12-25,25024349,36.70372605
India,1425423209,2024-12-25,45044549,3.160082473
Russia,145579889,2024-12-25,24821826,17.05031249
Mexico,128613116,2024-12-25,7622513,5.926699575
India,1425423209,2024-12-26,45044549,3.160082473
United States,341534041,2024-12-26,103436829,30.28595003
China,1425179562,2024-12-26,99381555,6.97326552
Russia,145579889,2024-12-26,24821826,17.05031249
Japan,124997585,2024-12-26,33803572,27.04338008
Mexico,128613116,2024-12-26,7622513,5.926699575
United Kingdom,68179315,2024-12-26,25024349,36.70372605
United States,341534041,2024-12-27,103436829,30.28595003
China,1425179562,2024-12-27,99381579,6.973267204
Russia,145579889,2024-12-27,24821826,17.05031249
Japan,124997585,2024-12-27,33803572,27.04338008
Mexico,128613116,2024-12-27,7622513,5.926699575
United Kingdom,68179315,2024-12-27,25024349,36.70372605
India,1425423209,2024-12-27,45044549,3.160082473
China,1425179562,2024-12-28,99381579,6.973267204
United States,341534041,2024-12-28,103436829,30.28595003
India,1425423209,2024-12-28,45044549,3.160082473
Japan,124997585,2024-12-28,33803572,27.04338008
Russia,145579889,2024-12-28,24821826,17.05031249
United Kingdom,68179315,2024-12-28,25024349,36.70372605
Mexico,128613116,2024-12-28,7622513,5.926699575
United Kingdom,68179315,2024-12-29,25024349,36.70372605
China,1425179562,2024-12-29,99381579,6.973267204
India,1425423209,2024-12-29,45044549,3.160082473
Japan,124997585,2024-12-29,33803572,27.04338008
Russia,145579889,2024-12-29,24821826,17.05031249
Mexico,128613116,2024-12-29,7622513,5.926699575
United States,341534041,2024-12-29,103436829,30.28595003
India,1425423209,2024-12-30,45044573,3.160084157
Russia,145579889,2024-12-30,24831847,17.057196
Japan,124997585,2024-12-30,33803572,27.04338008
United States,341534041,2024-12-30,103436829,30.28595003
China,1425179562,2024-12-30,99381579,6.973267204
Mexico,128613116,2024-12-30,7622513,5.926699575
United Kingdom,68179315,2024-12-30,25025553,36.70549198
United Kingdom,68179315,2024-12-31,25025553,36.70549198
India,1425423209,2024-12-31,45044573,3.160084157
United States,341534041,2024-12-31,103436829,30.28595003
Japan,124997585,2024-12-31,33803572,27.04338008
China,1425179562,2024-12-31,99381579,6.973267204
Russia,145579889,2024-12-31,24831847,17.057196
Mexico,128613116,2024-12-31,7622544,5.926723679
China,1425179562,2025-01-01,99381579,6.973267204
India,1425423209,2025-01-01,45044573,3.160084157
United Kingdom,68179315,2025-01-01,25025553,36.70549198
United States,341534041,2025-01-01,103436829,30.28595003
Russia,145579889,2025-01-01,24831847,17.057196
Mexico,128613116,2025-01-01,7622544,5.926723679
Japan,124997585,2025-01-01,33803572,27.04338008
India,1425423209,2025-01-02,45044573,3.160084157
Japan,124997585,2025-01-02,33803572,27.04338008
Mexico,128613116,2025-01-02,7622544,5.926723679
Russia,145579889,2025-01-02,24831847,17.057196
United States,341534041,2025-01-02,103436829,30.28595003
United Kingdom,68179315,2025-01-02,25025553,36.70549198
China,1425179562,2025-01-02,99381641,6.973271555
United Kingdom,68179315,2025-01-03,25025553,36.70549198
Russia,145579889,2025-01-03,24831847,17.057196
United States,341534041,2025-01-03,103436829,30.28595003
Mexico,128613116,2025-01-03,7622544,5.926723679
Japan,124997585,2025-01-03,33803572,27.04338008
China,1425179562,2025-01-03,99381672,6.97327373
India,1425423209,2025-01-03,45044573,3.160084157
United Kingdom,68179315,2025-01-04,25025553,36.70549198
Russia,145579889,2025-01-04,24831847,17.057196
Mexico,128613116,2025-01-04,7622544,5.926723679
Japan,124997585,2025-01-04,33803572,27.04338008
China,1425179562,2025-01-04,99381672,6.97327373
India,1425423209,2025-01-04,45044573,3.160084157
United States,341534041,2025-01-04,103436829,30.28595003
Russia,145579889,2025-01-05,24831847,17.057196
India,1425423209,2025-01-05,45044573,3.160084157
United States,341534041,2025-01-05,103436829,30.28595003
Mexico,128613116,2025-01-05,7622544,5.926723679
China,1425179562,2025-01-05,99381672,6.97327373
Japan,124997585,2025-01-05,33803572,27.04338008
United Kingdom,68179315,2025-01-05,25025553,36.70549198
United Kingdom,68179315,2025-01-06,25026593,36.70701737
United States,341534041,2025-01-06,103436829,30.28595003
India,1425423209,2025-01-06,45044579,3.160084578
Russia,145579889,2025-01-06,24841268,17.06366736
China,1425179562,2025-01-06,99381672,6.97327373
Mexico,128613116,2025-01-06,7622544,5.926723679
Japan,124997585,2025-01-06,33803572,27.04338008
United States,341534041,2025-01-07,103436829,30.28595003
India,1425423209,2025-01-07,45044579,3.160084578
United Kingdom,68179315,2025-01-07,25026593,36.70701737
Mexico,128613116,2025-01-07,7622578,5.926750115
China,1425179562,2025-01-07,99381672,6.97327373
Japan,124997585,2025-01-07,33803572,27.04338008
Russia,145579889,2025-01-07,24841268,17.06366736
China,1425179562,2025-01-08,99381672,6.97327373
United Kingdom,68179315,2025-01-08,25026593,36.70701737
Mexico,128613116,2025-01-08,7622578,5.926750115
United States,341534041,2025-01-08,103436829,30.28595003
Japan,124997585,2025-01-08,33803572,27.04338008
Russia,145579889,2025-01-08,24841268,17.06366736
India,1425423209,2025-01-08,45044579,3.160084578
China,1425179562,2025-01-09,99381724,6.973277379
India,1425423209,2025-01-09,45044579,3.160084578
Russia,145579889,2025-01-09,24841268,17.06366736
Japan,124997585,2025-01-09,33803572,27.04338008
United States,341534041,2025-01-09,103436829,30.28595003
Mexico,128613116,2025-01-09,7622578,5.926750115
United Kingdom,68179315,2025-01-09,25026593,36.70701737
India,1425423209,2025-01-10,45044579,3.160084578
Russia,145579889,2025-01-10,24841268,17.06366736
United States,341534041,2025-01-10,103436829,30.28595003
United Kingdom,68179315,2025-01-10,25026593,36.70701737
Japan,124997585,2025-01-10,33803572,27.04338008
Mexico,128613116,2025-01-10,7622578,5.926750115
China,1425179562,2025-01-10,99381761,6.973279975
United States,341534041,2025-01-11,103436829,30.28595003
China,1425179562,2025-01-11,99381761,6.973279975
Russia,145579889,2025-01-11,24841268,17.06366736
India,1425423209,2025-01-11,45044579,3.160084578
United Kingdom,68179315,2025-01-11,25026593,36.70701737
Japan,124997585,2025-01-11,33803572,27.04338008
Mexico,128613116,2025-01-11,7622578,5.926750115
China,1425179562,2025-01-12,99381761,6.973279975
United States,341534041,2025-01-12,103436829,30.28595003
Russia,145579889,2025-01-12,24841268,17.06366736
India,1425423209,2025-01-12,45044579,3.160084578
United Kingdom,68179315,2025-01-12,25026593,36.70701737
Mexico,128613116,2025-01-12,7622578,5.926750115
Japan,124997585,2025-01-12,33803572,27.04338008
Japan,124997585,2025-01-13,33803572,27.04338008
United Kingdom,68179315,2025-01-13,25027583,36.70846942
Mexico,128613116,2025-01-13,7622578,5.926750115
India,1425423209,2025-01-13,45044586,3.160085069
Russia,145579889,2025-01-13,24851293,17.07055361
China,1425179562,2025-01-13,99381761,6.973279975
United States,341534041,2025-01-13,103436829,30.28595003
Mexico,128613116,2025-01-14,7622637,5.926795989
China,1425179562,2025-01-14,99381761,6.973279975
India,1425423209,2025-01-14,45044586,3.160085069
United Kingdom,68179315,2025-01-14,25027583,36.70846942
